target_table,row_id,audio_url,audio_key,audio_source_cell,source_file
senses,2554,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C58.mp3,Linfala/senses/A/A.C58.mp3,A.C58,A.C58.mp3
senses,2556,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C59.mp3,Linfala/senses/A/A.C59.mp3,A.C59,A.C59.mp3
senses,2493,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C6.mp3,Linfala/senses/A/A.C6.mp3,A.C6,A.C6.mp3
senses,2558,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C60.mp3,Linfala/senses/A/A.C60.mp3,A.C60,A.C60.mp3
senses,2559,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C61.mp3,Linfala/senses/A/A.C61.mp3,A.C61,A.C61.mp3
senses,2560,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C62.mp3,Linfala/senses/A/A.C62.mp3,A.C62,A.C62.mp3
senses,2561,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C63.mp3,Linfala/senses/A/A.C63.mp3,A.C63,A.C63.mp3
senses,2562,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C64.mp3,Linfala/senses/A/A.C64.mp3,A.C64,A.C64.mp3
senses,2564,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C65.mp3,Linfala/senses/A/A.C65.mp3,A.C65,A.C65.mp3
senses,2565,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C66.mp3,Linfala/senses/A/A.C66.mp3,A.C66,A.C66.mp3
senses,2568,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C67.mp3,Linfala/senses/A/A.C67.mp3,A.C67,A.C67.mp3
senses,2569,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C68.mp3,Linfala/senses/A/A.C68.mp3,A.C68,A.C68.mp3
senses,2570,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C69.mp3,Linfala/senses/A/A.C69.mp3,A.C69,A.C69.mp3
senses,2494,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C7.mp3,Linfala/senses/A/A.C7.mp3,A.C7,A.C7.mp3
senses,2572,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C70.mp3,Linfala/senses/A/A.C70.mp3,A.C70,A.C70.mp3
senses,2573,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C71.mp3,Linfala/senses/A/A.C71.mp3,A.C71,A.C71.mp3
senses,2574,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C72.mp3,Linfala/senses/A/A.C72.mp3,A.C72,A.C72.mp3
senses,2575,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C73.mp3,Linfala/senses/A/A.C73.mp3,A.C73,A.C73.mp3
senses,2577,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C74.mp3,Linfala/senses/A/A.C74.mp3,A.C74,A.C74.mp3
senses,2578,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C75.mp3,Linfala/senses/A/A.C75.mp3,A.C75,A.C75.mp3
senses,2579,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C76.mp3,Linfala/senses/A/A.C76.mp3,A.C76,A.C76.mp3
senses,2581,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C77.mp3,Linfala/senses/A/A.C77.mp3,A.C77,A.C77.mp3
senses,2582,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C78.mp3,Linfala/senses/A/A.C78.mp3,A.C78,A.C78.mp3
senses,2583,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C79.mp3,Linfala/senses/A/A.C79.mp3,A.C79,A.C79.mp3
senses,2496,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C8.mp3,Linfala/senses/A/A.C8.mp3,A.C8,A.C8.mp3
senses,2584,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C80.mp3,Linfala/senses/A/A.C80.mp3,A.C80,A.C80.mp3
senses,2585,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C81.mp3,Linfala/senses/A/A.C81.mp3,A.C81,A.C81.mp3
senses,2586,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C82.mp3,Linfala/senses/A/A.C82.mp3,A.C82,A.C82.mp3
senses,2587,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C83.mp3,Linfala/senses/A/A.C83.mp3,A.C83,A.C83.mp3
senses,2588,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C84.mp3,Linfala/senses/A/A.C84.mp3,A.C84,A.C84.mp3
senses,2589,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C85.mp3,Linfala/senses/A/A.C85.mp3,A.C85,A.C85.mp3
senses,2590,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C86.mp3,Linfala/senses/A/A.C86.mp3,A.C86,A.C86.mp3
senses,2591,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C87.mp3,Linfala/senses/A/A.C87.mp3,A.C87,A.C87.mp3
senses,2592,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C88.mp3,Linfala/senses/A/A.C88.mp3,A.C88,A.C88.mp3
senses,2593,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C89.mp3,Linfala/senses/A/A.C89.mp3,A.C89,A.C89.mp3
senses,2498,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C9.mp3,Linfala/senses/A/A.C9.mp3,A.C9,A.C9.mp3
senses,2594,https://pub-78d23bf07fce46b3adc19df91148ffb8.r2.dev/Linfala/senses/A/A.C90.mp3,Linfala/senses/A/A.C90.mp3,A.C90,A.C90.mp3
